Customer Id,prediction
Q5OK4L2Q5XNH,0.8442266883508731
CBHVMVE7TRP5,0.9232757095583701
9UGHQ91U4F0M,0.4730257563849431
3UWXWMZK4ZGL,0.9053615101475166
5CGEMLMBOPES,0.16357356834745745
SPJ0K6KGDGN7,0.1934511134877903
9EFRT3UC3PDN,0.1539618883525871
7BH09UOH5SVF,0.34317730018741494
VYY6N0NLM8UE,0.2626129772086097
NVER903056B7,0.1981388259326712
WRHLQZGSZ8L6,0.2772404067115934
FU9LL0FQCNOP,0.19128771985109982
PC4N9XPMSQSA,0.13450149729614808
5N6XLMQL0V3K,0.9610943057279394
EG7O0UFBKDUG,0.17837137702819028
PY0ZWYLSCJZN,0.18785869852154605
N1UGI6V7H2WF,0.1889889146762765
MZOC6IE8IMNV,0.9171268255255116
HDPPLWUTUDQ1,0.9264273389921843
ZCOU6WAGN26Y,0.2220107673285117
MHVC11TV0MGA,0.23695681289042883
WI63WG1KBKZ6,0.23573429025698722
T2IZWIEZDJ0C,0.19192669866833106
R0D8BZ9552RG,0.41470093240400263
SA7E3RJY86MZ,0.16321843188583007
XDNO84VA3P7H,0.18166596129893564
5XA7H43SW76F,0.18688823656037137
ZP06NQEP3Z6K,0.2686546265352443
AY113SQ9H4BJ,0.9203140791662392
HLT8JUJLAJEF,0.18924818352863387
Z2SZEAUNILWX,0.36165994488795783
T3LZ5Y77PTZA,0.27014443208360156
CPE6L9FCCPOI,0.9333377065386567
2WFF7OD1QSBB,0.9437671544312353
40ZCZ5JB1EBG,0.3069770013235127
9UJEWJSQ3LT1,0.18924818352863387
1OUNUKM23I42,0.21681010902377013
XU3RFC2L0LZG,0.9512809187348378
UHEDKKMNF58W,0.8676883949199335
9YWZ8J7UCMQ7,0.18785869852154605
4T2SO9DSWH9E,0.30929026645376245
33E7RTVWQ3FN,0.19192669866833106
M9AQOH3SYYBR,0.17341541216643483
FUTCMN69MGAH,0.2440028560964066
W9XOYIFUQPW4,0.2940021585446915
JO9BNZRBO0CA,0.9002612046560553
X72IQEIU1QKM,0.2725429186362718
VCV8VAM4N7HS,0.25877405680692495
MI48MY1LTM4M,0.18848889270505748
WA6DE0HPRBMB,0.17837137702819028
2YRA9VKRZOQE,0.1934511134877903
97I94WYVT5PC,0.6530806863238356
FSM0JLCCR7AY,0.17341541216643483
UPHJGLQV45WW,0.42404005856591725
KW9LR65SYQGF,0.17341541216643483
DQOTO5YKORYK,0.18868729560023342
UCXCBC9USUDU,0.17766068785784622
7Z0GRZCXFSZ1,0.14132728115130355
5CL12W44TUOV,0.3861289283014297
YAW9ZQTN585R,0.18166596129893564
45RRIO9P4RJC,0.17341541216643483
VGK40ERV74UP,0.18868729560023342
KG6S0570ID9R,0.246918499680255
5BXS7ANQ514H,0.18166596129893564
H77VQDOX554E,0.1539618883525871
YRCFUBSU5D1G,0.0033912467840951474
0ULO02BLHX2H,0.19128771985109982
B2SW8YEOZ708,0.08231309063592314
601HAL683PXN,0.24375201577073768
FOM5OYRTB2CG,0.2626129772086097
9SNEPC1R7A40,0.2020146378879058
3YP8RJO1M9BF,0.19128771985109982
FTF7UYBXX3WN,0.3606681012719318
WV1LJL1E1TQG,0.31173503073599396
1BXKLACYUD7N,0.9417709922596571
K8OV1RBD6NAS,0.006550077543964986
VR5BX4ZDA6HO,0.18166596129893564
VZY3703GOWWB,0.2072706818791576
FFL9C6CIZ6IQ,0.19444921412765218
5FUE0YKFHXD6,0.32509604000433445
YA6XB9JXFHKQ,0.9221735411964685
3VU3ECMYJFFD,0.19128771985109982
VB20LQQ6BD8E,0.17280007294616795
CRBUKGWCBAJI,0.1415921766301064
0TT54U36ZJAU,0.1860903238593712
GZHYLL80A15A,0.23333588363152646
YEJ1ZAEG328N,0.8735372100038707
3CTD0580ZN2W,0.2191894020882505
TEORBES9MBU1,0.14674392607782508
G71B80T0KII9,0.15091704373004966
1H0DXXO2LL8V,0.23061126836630164
J9WRU0F6GX4Y,0.23333588363152646
4EY5NHSX2D90,0.19680327223023003
RGA4IJAMKB11,0.9352506377370747
PTYYTFT7Y0T0,0.31487068893941944
9YQ73D4EFSTU,0.9221735411964685
BGP67X6XEUEH,0.2244763522550623
8MFFQE4I8RAD,0.8836415122623876
8QE237RPLQ6O,0.15091704373004966
EY3QB8SUBXC6,0.7769550301272807
EV6WYCP9JSVM,0.18001295106414092
6UMOLSY0CD7Y,0.003209753066622677
NAVEVOGULGOO,0.19128771985109982
2SLGKXO0J0TO,0.9470634773771152
MPVN5UNQO77G,0.18166596129893564
BY11TELFYIFB,0.1981388259326712
SY6GNRWBUOER,0.9352988659653527
C0MEQCRKBKMZ,0.9352506377370747
ZA5J3V6X1ZLA,0.18228004386906144
TOQ7FFYEEDC1,0.49973256211472195
T4IUC96SKJYH,0.7469826785755334
D15H6GCWV42R,0.21071936774272937
G3BLZLUFDTXE,0.18924818352863387
JFCM42IC7AGV,0.19817303172729148
PJCGECEOKQU0,0.086357786633291
9YPBEJBQQ2IM,0.17907481082134577
PIZK163UW49S,0.9160251441550563
83TIUUHFRH0I,0.15091704373004966
TVA98UGCJLXL,0.6910351030514494
LS0C4TNGHYDN,0.17280007294616795
HKJO9TV9CIFS,0.9053615101475166
A3H6VIJ8EBSG,0.17341541216643483
SQM0J39NJV7Z,0.9307263255183433
3REX0554TY45,0.19917378551459894
W3TZJLZIBYOZ,0.2110872699881185
NZVQDMDE7PG5,0.9039024411351653
6C7IF04G8CTP,0.34252929895942963
0GP2EQWIGAB8,0.0030620924867726463
AKPYR0SWUP51,0.33231770947385514
SUZLRXQ1D72A,0.2940021585446915
28QDD1Z8V8JB,0.18868729560023342
SZ2H5UGLUC8G,0.9396759405847975
5D3483DC72BM,0.7469826785755334
FMG5DBT7OTH3,0.9002612046560553
SMTJZVC119IW,0.18924818352863387
IM3WRLREKPL6,0.6728525565461012
7KV1GJ03X8W5,0.1539618883525871
YNB3PHEUX049,0.3833682060134839
P5N2FU3LRAER,0.25998199659621796
VUPDVNKWD45Z,0.0047567748587222375
J5MN02VDHC0H,0.1539618883525871
GWTRYW3GSTGA,0.9767401836661731
K49CAO9SY5WA,0.27471467975572683
SDBSMCGDYUZF,0.19547775232918485
OMI0X9YUCUN0,0.24439007318088882
PHVNF2GQARPU,0.17280007294616795
GLQ2UYGF3L3R,0.10778778530084314
UK3LHF4NDDKN,0.18228004386906144
2CU0D33Y1Q4R,0.9035283843576561
N34G2ZVTVA2D,0.36586126749141923
7G3PPXCQ644V,0.14674392607782508
1XP6QTS4WIM7,0.2220107673285117
SEJQUEYJJ249,0.29048226544975775
Y2OM6QA13VH6,0.9512809187348378
NO85N3SIF7L4,0.0031884050387635757
JD6PJ9PWILNX,0.3248145577444036
7PNHP54URB6D,0.20682645690126422
4L87O74SMNOV,0.2072706818791576
5L4LXF4T56UB,0.15091704373004966
N6ZFGKWJP912,0.15091704373004966
HAVA366SLZ0M,0.1539618883525871
58TJ9T7OC3MF,0.17341541216643483
5DE183IQM7H9,0.8893271819447182
D7NQKKW1Q7YI,0.20375127933028503
O66MEC9F7H54,0.1539618883525871
EHIXPO7T4Z9H,0.14674392607782508
VE4A2V3Q8WC4,0.11710820978335335
AO1SRI3DVAZW,0.4093439111151138
VNPMDP0OMDYT,0.9866526623054956
7VS4H83F18UA,0.2191894020882505
CMIHMQTLAXWP,0.29875027609343907
BQTQMJR6F4ZN,0.2072706818791576
